her_name,list_name,list_pos,bloc_name,bloc_start,bloc_end,bloc2_name,bloc2_start,bloc2_end,education,education_year,pol_history,session
Noureddine Bhiri,Mouvement Ennahdha,Tête de liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Licence en droit privé de la Faculté de Droit et des Sciences Politiques et Economiques de Tunis,"NA",Exerce sa fonction d'avocat à la cour de cassation,Troisième session extraordinaire 
Nozha Biaoui,Front National du Salut,2ème sur la liste,Afek Tounes et l'appel des tunisiens à l'étranger,2016-01-20,NA,NA,NA,NA,,,,Troisième session extraordinaire 
Sameh Bouhaouel,Mouvement Nidaa Tounes,4ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,2016-01-20,Bloc Al Horra du Mouvement Machrouu Tounes,2016-01-20,NA, Doctorat en droit public Doctorat en droit public,NA NA NA, ,Troisième session extraordinaire 
Meriem Boujbel,Mouvement Nidaa Tounes,2ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,2016-01-20,Bloc Al Horra du Mouvement Machrouu Tounes,2016-01-20,NA,Baccalauréat en mathématiques au lycée de jeunes filles de Nabeul (1997) Baccalauréat en Administration des Affaires avec une option en Finances de HEC Montréal (2003),1997 2003,Responsable Audit Interne chez SERGAZ - ENI Groupe (Janvier 2005 - Juin 2010) Risk & International Control Manager chez Siemens Tunisie (Juillet 2010 - Septembre 2014) Elle a démissionné de son ancien poste depuis son élection aux législatives 2014 pour se dédier complètement à son mandat de Députée,Troisième session extraordinaire 
Houssem Bounenni,Mouvement Nidaa Tounes,2ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Maitrise en comptabilité,"NA",,Troisième session extraordinaire 
Heger Bouzemmi,Mouvement Ennahdha,4ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Baccalauréat en sciences expérimentales au lycée secondaire Borj Louzir Ariana (2007) Licence fondamentale en informatique et multimédia de l’Institut Supérieur des Arts Multimédias de la Manouba (2010) Master professionnel en ingénierie des médias de l’Institut Supérieur des Arts Multimédias de la Manouba (2014),2007 2010 2014,"Travail d’été au sein du bureau de services informatiques et traitement de texte SITT à l'Ariana (2008 - 2012) Conception site web pour l'Organisation des Scouts Tunisiens, section de l'Ariana (2012) Assistance administrative auprès de l'Association Kafel El Yatim à l'Ariana (2013)",Troisième session extraordinaire 
Monia Brahim,Mouvement Ennahdha,2ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Baccalauréat littéraire au lycée Taher Sfar de Sousse (1985) Licence fondamentale en psychologie à la Faculté des Lettres et Sciences Humaines 9 avril de Tunis Première année master en psychologie du travail et la gestion des ressources humaines à la Faculté des Lettres et Sciences Humaines de Tunis (2014 - 2015),1985 9 2014,,Troisième session extraordinaire 
Zeineb Brahmi,Mouvement Ennahdha,2ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,"Baccalauréat en mathématiques au lycée secondaire 14 Janvier Ksar - Gafsa (2003) Maitrise en Droit de la Faculté de Droit et des Sciences Politiques, Manar II (2009) Certificat d'aptitude à la profession d'avocat de l'Institut Supérieur de la Profession d'Avocat (2011)",14 2009 2011,Avocate stagiaire (2011) Avocate auprès de la cour d'appel (2014),Troisième session extraordinaire 
Fathi Chamkhi,Front Populaire,Tête de liste,Front Populaire,2014-12-20,NA,NA,NA,NA,,,,Troisième session extraordinaire 
Naceur Channoufi,Parti l,1609 voix,Bloc Social-Démocrate,2014-12-20,2016-07-20,Mouvement Nidaa Tounes,2016-07-20,NA,,,,Troisième session extraordinaire 
Ghazi Chaouachi,Courant Démocratique,Tête de liste,Bloc Démocrate,2016-10-20,NA,NA,NA,NA,"Baccalauréat en Lettres au lycée El Mansoura, Kairouan (1982) Licence en droit à la Faculté de droit et des sciences économiques de Tunis (1987) Certificat d'Aptitude à la Profession d'Avocat - CAPA - à la Faculté de droit de Tunis (1988)",1982 1987 1988,Cadre bancaire à Amen Bank (1988- 1994) Avocat depuis 1994,Troisième session extraordinaire 
Ridha Charfeddine,Mouvement Nidaa Tounes,Tête de liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,,,,Troisième session extraordinaire 
Abderraouf Chebbi,Union Patriotique Libre,Tête de liste,Union Patriotique Libre,2014-12-20,NA,NA,NA,NA, ,NA NA,,Troisième session extraordinaire 
Abderraouf Cherif,Mouvement Nidaa Tounes,Tête de liste,Mouvement Nidaa Tounes,2014-12-20,2016-01-20,Bloc Al Horra du Mouvement Machrouu Tounes,2016-01-20,NA,Doctorat en médecine,"NA",Professeur hospitalier agrégé Chef de service en chirurgie générale,Troisième session extraordinaire 
Abdennaceur Chouikh,Mouvement Nidaa Tounes,2ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,2017-06-20,Allégeance à la Patrie,2018-04-20,NA,   ,NA NA NA NA,   ,Troisième session extraordinaire 
Abderrazak Chraiet,Liste indépendante ,5111 voix,NA,NA,NA,NA,NA,NA,,,,Troisième session extraordinaire 
Imed Daimi,Congrès Pour la République,Tête de liste,Bloc Démocrate,2016-10-20,NA,NA,NA,NA,"Des études universitaires à la faculté des Sciences Maitrise en sciences économiques en Mauritanie Maitrise en histoire en Mauritanie Diplôme d'études approfondies en développement économique, social et local intégré à l'Université de Versailles Saint-Quentin (1998) Formation en génie informatique à l'Ecole Polytechnique en France (2000)",NA NA NA 1998 2000,Spécialiste en systèmes d’information Expert en système au sein d'un grand groupe international Oracle Applications (2007),Troisième session extraordinaire 
Sameh Dammak,Mouvement Nidaa Tounes,2ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Maitrise en beaux arts,"NA",Directrice de l'agence publicitaire Grafity depuis 1998,Troisième session extraordinaire 
Jamila Debbech,Mouvement Ennahdha,2ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Baccalauréat en sciences et mathématiques au lycée technique de Medenine (1990) Diplôme de technicien supérieur en gestion de l'Institut Supérieur de Gestion de Tunis (1992) Maitrise en comptabilité de l'Institut des hautes études commerciales de Carthage (2001),1990 1992 2001,Gestionnaire à la Caisse Nationale de Sécurité Sociale (1993) Chef de service adjoint à la Caisse Nationale de Sécurité Nationale (2005) Chef de service principal à la Caisse Nationale d'Assurance Maladie (2009),Troisième session extraordinaire 
Sabri Dekhil,Congrès Pour la République,Tête de liste,Bloc Démocrate,2016-10-20,NA,NA,NA,NA,,,,Troisième session extraordinaire 
Ridha Dellai,Mouvement du Peuple,Tête de liste,Bloc Démocrate,2016-10-20,NA,NA,NA,NA,,,,Troisième session extraordinaire 
Kamel Dhaouadi,Mouvement Nidaa Tounes,Tête de liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Maitrise en Droit,"NA",,Troisième session extraordinaire 
Samir Dilou,Mouvement Ennahdha,3ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Diplôme en droit de la Faculté de Droit de Sousse,"NA","Politiquement actif depuis l'âge de 16 ans, il a été arrêté puis interdit de fréquenter toute école publique en raison de sa participation aux populaires émeutes du pain en 1984",Troisième session extraordinaire 
Belgacem Dkhili,Mouvement Nidaa Tounes,Tête de liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Doctorat en sciences agricoles spécialité viticulture,"NA",,Troisième session extraordinaire 
Lamia Dridi,Alliance Démocratique,2ème sur la liste,Mouvement Nidaa Tounes,2016-10-20,NA,NA,NA,NA,Ecole primaire franco-arabe à Bizerte Premier cycle au lycée des jeunes filles à Bizerte Deuxième cycle au lycée Farhat Hached à Bizerte - Baccalauréat des lettres en 1987 Maîtrise en études linguistiques et rhétoriques en 1990 de la faculté des lettres et les sciences humaines de Kairouan,NA NA 1987 1990,Enseignante de langue arabe au lycée Hedi Chaker à Bizerte,Troisième session extraordinaire 
Noomane El Euch,Courant Démocratique,Tête de liste,Bloc Démocrate,2016-10-20,NA,NA,NA,NA,,,,Troisième session extraordinaire 
Mohamed El Hamdi,Courant de l,11806 voix,Bloc Social-Démocrate,2016-01-20,2016-09-20,Bloc Démocrate,2017-10-20,NA,Des études secondaires à Gafsa  A rejoint l'institut supérieur de formation des maitres pour ensuite intégrer l'Ecole Nationale de l'Administration,NA NA,Directeur d'une école primaire à El-Houemed,Troisième session extraordinaire 
Abderraouf El May,Mouvement Nidaa Tounes,Tête de liste,Mouvement Nidaa Tounes,2014-12-20,2016-01-20,Bloc Al Horra du Mouvement Machrouu Tounes,2016-01-20,NA,Baccalauréat français en sciences économiques au Caire (1979) Maîtrise en gestion de l'Institut des hautes études commerciales de Tunis (1984) Master en finances,1979 1984 NA,Membre de la direction du groupe Credit Suisse à Genève (1984 - 1994) Sous-Directeur Moyen Orient du Crédit Agricole à Génève (1994 -1999) Directeur du département Moyen Orient de la Banque britannique Standard Chartered (1999 -2001) Vice président du conseil d'administration du groupe égyptien Technoram - Alcatel Lucent - au Caire (2001 -2004) Directeur Général d'une société de conseil Medtel Consult à Dubai (2004 - 2014),Troisième session extraordinaire 
Bechir Ellazzem,Mouvement Ennahdha,Tête de liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Baccalauréat scientifique au lycée secondaire Farhat Hached à Bizerte (1979) Diplôme en médecine spécialité pédiatrie de la faculté de médecine de Tunis 2 ans des stages de perfectionnement en France Réussite du concours des assistants hospitalo-universitaires,1979 NA 2 NA,Enseignant universitaire à Sousse Médecin hospitalier à Kairouan,Troisième session extraordinaire 
Mohamed Ennaceur,Mouvement Nidaa Tounes,Tête de liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Diplômé de l'Institut des hautes études de Tunis  Doctorat en droit social de l'Université Paris-1 Panthéon-Sorbonne,NA 1,Commissaire général de l'Office des travailleurs tunisiens à l'étranger entre 1973 et 1974 Président de la Conférence Mondiale de l’Emploi (1976) Président de la Conférence Internationale du Travail (1985) Chef de la mission permanente de la Tunisie auprès de l'Office des Nations unies à Genève entre 1991 et 1996 Président de la Commission des Droits de l’homme de l’ONU (1992) Auditeur social et consultant international à partir de 2000 Coordinateur des activités du Pacte mondial en Tunisie (2005),Troisième session extraordinaire 
Marouan Falfel,Mouvement Nidaa Tounes,3ème sur la liste,Mouvement Nidaa Tounes,2016-02-20,2016-03-20,Bloc Al Horra du Mouvement Machrouu Tounes,2016-03-20,NA,,,,Troisième session extraordinaire 
Tahar Fdhil,Union Patriotique Libre,Tête de liste,Union Patriotique Libre,2014-12-20,2016-08-20,Mouvement Nidaa Tounes,2016-10-20,NA,,,,Troisième session extraordinaire 
Tarek Fetiti,Union Patriotique Libre,Tête de liste,Union Patriotique Libre,2014-12-20,NA,NA,NA,NA,Baccalauréat au lycée secondaire de Haffouz (1990) Maîtrise en sciences économiques de la Faculté de Droit et des sciences économiques et politiques de Sousse (1996),1990 1996,Gestionnaire au ministère de la formation professionnelle et de l'emploi (1999) Chef de service à la direction régionale de la formation professionnelle et de l'emploi de Kairouan (2006) Sous directeur à la direction régionale de la formation professionnelle et de l'emploi de Sidi Bouzid (2012) Directeur régional à la direction régionale de la formation professionnelle et de l'emploi de Sidi Bouzid (2012) Directeur régional à la direction régionale de la formation professionnelle et de l'emploi de Monastir (2014),Troisième session extraordinaire 
Sami Fetnassi,Mouvement Ennahdha,Tête de liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,"Baccalauréat en mathématiques techniques au lycée secondaire mixte de Beja (1984) Premier cycle en mathémtiques, physiques et chimie à la Faculté des sciences de Monastir (1986) Diplôme en techniques bancaires - équivalence de la licence en économie et gestion - du centre de formation continue de l'Association Professionnelle Tunisienne des Banques et des Etablissements Financiers (1994) Première année de master en techniques bancaires de l'Institut Supérieur de Techniques Bancaires à Paris (1997)",1984 1986 1994 1997,Haut cadre et chef d'agence d'une banque privée (1986 - 2009) Directeur exécutif et conseiller financier auprès de plusieurs centres de collecte de lait (2009 - 2011) Conseiller bancaire pour son compte personnel (2010 - 2013) Conseiller principal pour un groupe de sociétés (2010 - 2013) Président Directeur Général de la société de foire internationale de Beja (2013 - 2014) Directeur financier et administratif d'une clinique privée depuis 2014,Troisième session extraordinaire 
Chahida Fraj,Mouvement Ennahdha,2ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA, ,NA NA,   ,Troisième session extraordinaire 
Mohamed Frikha,Mouvement Ennahdha,Tête de liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,,,,Troisième session extraordinaire 
Mohamed Ghannem,Afek Tounes,Tête de liste,Afek Tounes et l'appel des tunisiens à l'étranger,2014-12-20,NA,NA,NA,NA,Baccalauréat au lycée la Mansoura de Kairouan (1975) Diplôme de la faculté de médecine Lariboisière Saint Louis à Paris (1983) Doctorat en cardiologie (1989),1975 1983 1989,"Responsable de l’Unité de Cardiologie Interventionnelle à l’hôpital de Gonesse Chef de Service au Centre de Prévention et Réadaptation Cardiovasculaire Léopold Bellan (depuis 2001) Professeur d’université, chercheur et conférencier dans les universités de Tunis, Sousse et Amiens",Troisième session extraordinaire 
Lamia Gharbi,Mouvement Nidaa Tounes,5ème sur la liste,Mouvement Nidaa Tounes,2015-02-20,NA,NA,NA,NA,,,,Troisième session extraordinaire 
Mohamed Jalel Ghedira,Mouvement Nidaa Tounes,Tête de liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,"Baccalauréat en sciences et mathématiques au lycée secondaire de Beb El Khadhra à Tunis (1979) Master en sciences criminelles de la faculté de droit et sciences politique de Liège, Belgique (1984) Diplôme d'officier de gendarmerie de l'Ecole Royale Militaire de Belgique et de l'Ecole Royale de Gendarmerie de Belgique (1986) Diplôme d'état-major de l'Ecole d'état-major de Paris, France (1996) Diplôme de l'Ecole Supérieure de Guerre - Bardo, Tunis (2002)",1979 1984 1986 1996 2002,Enseignant - Lieutenant à l'Ecole de la Garde Nationale de Bir Bouragba (1986 - 1988) Chef d'unité - Capitaine au District de la Garde Nationale de Siliana (1988 - 1990) Chef de division - Capitaine au District de la Garde Nationale de Sidi Bouzid (1990 - 1992) Chef de division - Commandant au District de la Garde Nationale de Sfax (1992 - 1997) Chef de division - Lieutenant Colonel au District de la Garde Nationale de Medenine (1997 - 1999) Directeur de district - Colonel au District de la Garde Nationale de Kasserine (1999 - 2002) Directeur - Colonel à la Direction de la Circulation Routière de la Garde Nationale (2003 - 2007) Membre du Conseil d'Administration à l'Agence Technique des Transports Terrestres (2003 - 2007) Membre du Conseil d'Administration de la Société Tunisie Autoroutes (2003 - 2007) Directeur - Colonel à la Direction des Unités Territoriales de la Garde Nationale (2007 - 2009) Membre coordinateur et superviseur de la Commission Nationale de Prévention des Crises et Des Catastrophes Naturelles (2003 - 2009) Directeur Général - Colonel Major à l'Observatoire Nationale de la Sécurité Routière (2009 - 2013) Médaille d'honneur des forces de sécurité intérieure de la première classe et deuxième classe  Échelon d'argent et échelon de bronze de la médaille du travail,Troisième session extraordinaire 
Sabrine Goubantini,Mouvement Nidaa Tounes,4ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,2016-01-20,Mouvement Nidaa Tounes,2016-06-20,NA," Maîtrise en Sciences Comptables de l'Institut des Hautes Etudes Commerciales de Carthage (2010)
 Certificat d'Etudes Supérieures en révision comptables de l'Institut des Hautes Etudes Commerciales de Carthage (2011) Diplôme des Ecoles d'Etudes Politiques du Conseil de l'Europe (2013)",NA 2010 2011 2013, ,Troisième session extraordinaire 
Mahmoud Gouiaa,Mouvement Ennahdha,Tête de liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Baccalauréat littéraire d'un lycée privé (1985) Maitrise en sciences islamiques de l'Université de la Zeitouna (1990),1985 1990,Enseignant du secondaire au collège de Hafouz à Kairouan depuis 2012,Troisième session extraordinaire 
Mohamed Hedi Gueddich,Mouvement Nidaa Tounes,Tête de liste,Mouvement Nidaa Tounes,2014-12-20,2018-03-20,Allégeance à la Patrie,2018-04-20,NA,,,,Troisième session extraordinaire 
Latifa Habachi,Mouvement Ennahdha,2ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,"Baccalauréat au lycée Cité Ibn Kholdoun à Tunis (1991) Maitrise en sciences juridiques - droit privé - de la Faculté des sciences juridiques à Tunis (1995) Diplôme des études approfondies en sciences juridiques fondamentales de la Faculté des Sciences Juridiques, Politiques et Sociales de Tunis (2000)",1991 1995 2000,,Troisième session extraordinaire 
Adnane Hajji,Liste indépendante ,5236 voix,Bloc Social-Démocrate,2014-12-20,2016-09-20,Bloc Démocrate,2016-10-20,NA,Syndicaliste et un des leaders du mouvement de contestation du bassin minier en 2008,2008,,Troisième session extraordinaire 
Mourad Hamaidi,Front Populaire,Tête de liste,Front Populaire,2014-12-20,NA,NA,NA,NA,Baccalauréat littéraire au lycée secondaire de Tajerouine (1991) Maîtrise en Droit - Section judiciaire - de la Faculté de Droit et des Sciences Politiques de Tunis (1998) Diplôme de formation de base des cadres moyens spécialité gestion des ressources humaines de l'Ecole Nationale d'Administration (1996) Certificat d'Aptitude à la Profession d'Avocat de la Faculté de Droit et des Sciences Politiques de Tunis (2001),1991 1998 1996 2001,Administrateur à la direction des affaires administratives et financières au ministère de l'industrie (1996 - 2004) Chef de service de la formation et de la promotion à la direction des affaires administratives et financières au ministère de l'industrie (2000 - 2004) Avocat,Troisième session extraordinaire 
Mounir Hamdi,Mouvement Nidaa Tounes,Tête de liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Certificat d'aptitude à la profession d'avocat,"NA",,Troisième session extraordinaire 
Jilani Hammami,Front Populaire,Tête de liste,Front Populaire,2014-12-20,NA,NA,NA,NA,,,,Troisième session extraordinaire 
Hela Hammi,Mouvement Ennahdha,2ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Baccalauréat littéraire (1984) Licence en droit privé (1992),1984 1992,Cadre de banque à la Banque Nationale Agricole depuis 1993,Troisième session extraordinaire 
Leila Hamrouni,Mouvement Nidaa Tounes,2ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,2016-02-20,Bloc Al Horra du Mouvement Machrouu Tounes,2016-02-20,NA,Maitrise en littérature française Master en langue et analyse de discours dans la littérature française,NA NA,,Troisième session extraordinaire 
Mongi Harbaoui,Mouvement Nidaa Tounes,3ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,,,,Troisième session extraordinaire 
Kamel Harraghi,Union Patriotique Libre,Tête de liste,Union Patriotique Libre,2014-12-20,NA,NA,NA,NA,Niveau enseignement secondaire,"NA",Attaché administratif à la Caisse Nationale de Sécurité Sociale depuis 1976,Troisième session extraordinaire 
Ons Hattab,Mouvement Nidaa Tounes,2ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Doctorat en gestion des organisations non gouvernementales,"NA",,Troisième session extraordinaire 
Karim Helali,Afek Tounes,Tête de liste,Afek Tounes et l'appel des tunisiens à l'étranger,2014-12-20,NA,NA,NA,NA,Baccalauréat en mathématiques et sciences au lycée kheireddine Pacha de l'Ariana (1991) Maitrise en hautes études commerciales - spécialité commerce extérieur de l'Ecole Supérieure de Commerce de Tunis (1995) Diplôme de cycle supérieur - section hauts cadres de contrôle d'inspection et de juridiction de l'Ecole Nationale de l'Administration (1998),1991 1995 1998,Inspecteur au sein du corps de Contrôle Général des Services Publics au premier ministère entre 1998 et 2001 Magistrat au conseil de l'Etat auprès de la cour des comptes depuis 2001 Directeur à la compagnie aérienne tunisienne entre 2003 et 2005,Troisième session extraordinaire 
Mabrouk Hrizi,Congrès Pour la République,Tête de liste,Bloc Démocrate,2016-10-20,NA,NA,NA,NA,Baccalauréat en Lettres au lycée secondaire de Sbeitla (1995) Maîtrise en sciences juridiques de la Faculté des Sciences Juridiques Politiques et Sociales de Tunis (2000) Diplôme de troisième cycle en droit public et financier de la Faculté des Sciences Juridiques Politiques et Sociales de Tunis (2002) Inscription en thèse de doctorat en droit public,1995 2000 2002 NA,Assistant d'enseignement supérieur en droit public à la Faculté de droit de Sfax depuis 2003,Troisième session extraordinaire 
Zohra Idriss,Mouvement Nidaa Tounes,2ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,,,,Troisième session extraordinaire 
Riadh Jaidane,Liste de l, France 2,Afek Tounes et l'appel des tunisiens à l'étranger,2016-01-20,2018-03-20,Allégeance à la Patrie,2018-04-20,NA,,,,Troisième session extraordinaire 
Walid Jalled,Mouvement Nidaa Tounes,3ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,2016-01-20,Bloc Al Horra du Mouvement Machrouu Tounes,2016-01-20,NA,,,,Troisième session extraordinaire 
Naoufel Jammali,Mouvement Ennahdha,Tête de liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,"Baccalauréat en Lettres au lycée secondaire de Meknassi (1995) Diplôme d'études juridiques à la Faculté des Sciences Juridiques, Politiques et Sociales de Tunis (1997) Maitrise en sciences juridiques de la Faculté des Sciences Juridiques, Politiques et Sociales de Tunis (1999) Diplôme d'études approfondies en droit européen et en relations euro-maghrébines de la Faculté des Sciences Juridiques, Politiques et Sociales de Tunis (2001) Thèse de doctorat en droit international en cours d'élaboration à la Faculté des Sciences Juridiques, Politiques et Sociales de Tunis",1995 1997 1999 2001 NA,Enseignant universitaire à la Faculté de droit de Sfax (2004) Directeur de la coopération internationale et des relations extérieures - chargé de mission au ministère de la formation professionnelle et de l'emploi (2012) Ministre de la formation professionnelle et de l'emploi dans le gouvernement de Ali Laraiedh (2013),Troisième session extraordinaire 
Houcine Jaziri,Mouvement Ennahdha,2ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Baccalauréat (1988) Maitrise en philosophie,1988 NA,Fondateur d'un institut d'enseignement de la langue arabe et de la culture arabo-islamique en France qu'il dirige avant de revenir en Tunisie en 2011 Participant à la création de la chaîne de télévision Zitouna TV,Troisième session extraordinaire 
Mohamed Ennaceur Jbira,Mouvement Nidaa Tounes,3ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,2016-01-20,Bloc Al Horra du Mouvement Machrouu Tounes,2016-01-20,NA,Baccalauréat littéraire au lycée secondaire de La Sbikha (1990) Maîtrise en Droit Privé de la Faculté de Droit et des Sciences Politiques de Sousse (1996) Certificat d'Aptitude à la Profession d'Avocat (1998),1990 1996 1998,Avocat depuis 1999 Avocat auprès de la cour de la cassation actuellement,Troisième session extraordinaire 
Ibtissem Jebabli,Mouvement Nidaa Tounes,3ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,"Baccalauréat en Lettres au Collège Sadiki de Tunis Maîtrise en Droit de la Faculté de Droit et des Sciences Politiques, Manar II Master en droit de l'environnement, de l'aménagement et de l'urbanisme de la Faculté de Droit et des Sciences Politiques, Manar II Certificat de formation des représentants du peuple lors d'une session extraordinaire à l'Institut de Défense Certificat de formation dans les techniques de communication",NA NA NA NA NA,Avocate stagiaire (pendant deux ans) Avocate auprès de la cour d'appel Cadre administratif chargé de la formation dans des entreprises privées,Troisième session extraordinaire 
Basma Jebali,Mouvement Ennahdha,2ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Baccalauréat littéraire au lycée technique de Houmet Essouk (1995) Maitrise en études sociales de l'Institut National du Travail et des Etudes Sociales de Tunis,1995 NA,Militante au sein du mouvement Ennahdha depuis qu'elle était élève,Troisième session extraordinaire 
Taoufik Jemli,Union Patriotique Libre,Tête de liste,Union Patriotique Libre,2014-12-20,2018-01-20,Allégeance à la Patrie,2018-04-20,NA,Baccalauréat au lycée technique de Tunis (1992) A étudié à la Faculté des Sciences de Tunis (1993),1992 1993,Maître d'application auprès du ministère de l'éducation (1994) ,Troisième session extraordinaire 
Neji Jmal,Mouvement Ennahdha,Tête de liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Baccalauréat à Toulon (1988) Maitrise en civilisation à l'Université Lumières de Lyon  Doctorat en histoire,1988 NA NA,Directeur d'une école privée à Lyon ,Troisième session extraordinaire 
Jamila Jouini,Mouvement Ennahdha,2ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,"Baccalauréat littéraire au lycée secondaire de Tataouine (1987) Maitrise en philosophie de l'Université Mohammed V - Faculté des Lettres et des Sciences Humaines de Rabat, Royaume du Maroc (1993)",1987 1993,Enseignante au lycée secondaire de Cité Ennour à Tataouine depuis 2006,Troisième session extraordinaire 
Olfa Jouini,Union Patriotique Libre,2ème sur la liste,Union Patriotique Libre,2016-02-20,NA,NA,NA,NA,,,,Troisième session extraordinaire 
Youssef Jouini,Union Patriotique Libre,Tête de liste,Union Patriotique Libre,2014-12-20,2016-04-20,Mouvement Nidaa Tounes,2016-05-20,NA,  ,NA NA NA,   ,Troisième session extraordinaire 
Mohamed Amine Kahloul,Union Patriotique Libre,Tête de liste,Union Patriotique Libre,2014-12-20,NA,NA,NA,NA,Diplôme d'analyste en informatique de l'Université du Travail en Belgique (1984),1984,Chef de service informatique auprès du Holding Security (1986 - 1987) Chef de service informatique auprès du MFGT (1987 - 1995) Directeur d'un centre de formation professionnelle auprès de l'Agence Tunisienne de Formation Professionnelle (1995 - 2013),Troisième session extraordinaire 
Mahmoud Kahri,Union Patriotique Libre,Tête de liste,Union Patriotique Libre,2014-12-20,NA,NA,NA,NA,"Niveau septième année secondaire au lycée de la liberté - Kasserine Diplôme en informatique, comptabilité et gestion du centre de formation en informatique et comptabilité de Kasserine",NA NA,Président du bureau de l'Office de Développement du Centre Ouest à Kasserine (2004),Troisième session extraordinaire 
Safia Khalfi,Mouvement Ennahdha,2ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,,,,Troisième session extraordinaire 
Hmed Khaskhoussi,Mouvement des Démocrates Socialistes,Tête de liste,Bloc Social-Démocrate,2014-12-20,2016-09-20,Bloc Démocrate,2016-10-20,NA,Baccalauréat à Sfax (1966) et le baccalauréat français (1967)  Certificat d’Aptitude Professionnelle pour devenir professeur-assistant (1968) Licence en langue arabe et une autre en langue française de la Sorbonne (1974) Diplôme d’études approfondies de la Faculté des Sciences Humaines et Sociales de Tunis (1982),1966 1968 1974 1982,Assistant d'enseignement supérieur (1989) Maitre assistant (1992) Maitre de conférences (2004) Professeur d’enseignement supérieur (2009),Troisième session extraordinaire 
Habib Khedher,Mouvement Ennahdha,3ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,A poursuivi ses études universitaires en droit à Sousse Master en droit des contrats et des investissements à la Faculté de Droit et des Sciences Politiques de Tunis,NA NA,Avocat depuis 2000 Enseignant universitaire depuis 2002 Enseignant universitaire depuis 2002,Troisième session extraordinaire 
Faycel Khelifa,Mouvement Nidaa Tounes,5ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,"Baccalauréat en sciences expérimentales au lycée de Kalâa Soghra Licence en sciences économiques à la Faculté des Sciences Juridiques, Economiques et Sociales, Université Mohammed V, Rabat Diplôme d'Etudes Supérieures Spécialisées en commerce international à l'Université de Perpignan, France Diplôme d'Études Approfondies en droit privé des affaires à l'Université de Perpignan, France",NA NA NA NA,Membre du mouvement Nidaa Tounes (2013),Troisième session extraordinaire 
Bechir Khelifi,Mouvement Ennahdha,Tête de liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Baccalauréat en économie gestion au lycée secondaire privé Hannibal Djerba (1997) Dipôme d'études approfondies en droit de l'environnement et de l'urbanisme de la Faculté de Droit et des Sciences Politiques de Tunis (2004),1997 2004,Avocat auprès de la cour d'appel depuis 2005,Troisième session extraordinaire 
Imed Khemiri,Mouvement Ennahdha,Tête de liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,,,,Troisième session extraordinaire 
