her_name,list_name,list_pos,bloc_name,bloc_start,bloc_end,bloc2_name,bloc2_start,bloc2_end,education,education_year,pol_history,session
Ibtihej Ben Helal,Mouvement Nidaa Tounes,4ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,,,,Deuxième session ordinaire
Emna Ben Hmayed,Mouvement Ennahdha,2ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,,,,Deuxième session ordinaire
Ismail Ben Mahmoud,Mouvement Nidaa Tounes,3ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,"Baccalauréat en Lettres au lycée de Ben Arous (1987) Premier cycle en langue arabe à la Faculté des Lettres, des Arts et des Humanités de la Manouba (1990) Formation en économie et commerce à Sfax (1991)",1987 1990 1991,"Instituteur de français à Skhira, Sfax (1990) Chef de service chargé du département d'achats et de financement dans une société de stockage et distribution de pétrole à Skhira (1992- 2014)",Deuxième session ordinaire
Imen Ben Mhamed,Mouvement Ennahdha,Tête de liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Diplôme de l’Université de Rome dans le domaine de la coopération internationale et du développement économique  Diplôme de l’Institut Tunisien de Politique relatif au centre d'études méditerranéennes et internationales,NA NA,Elue à l'Assemblée Nationale Constituante sur la liste du mouvement Ennahdha de la circonscription de l'Italie (2011 - 2014) Membre du Conseil Maghrébin de la Choura,Deuxième session ordinaire
Mohamed Fadhel Ben Omrane,Mouvement Nidaa Tounes,Tête de liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Baccalauréat en sciences et mathématiques au lycée secondaire de Metlaoui (1983) Maitrise en sciences économiques de la faculté des sciences économiques et de gestion de Sfax (1988) Diplôme d'études supérieures en finances publiques de l'Institut d'Economie Douanière et Fiscale d'Alger (1990)  Diplôme d'études supérieures en droit de commerce international de la faculté des sciences juridiques et sociales de Tunis II (1991) Doctorat en sciences juridiques de l'Université de Paris IX (1996) Maitrise en Droit privé de l'Université de Paris I (2002) Master en création d'entreprises et gestion de renouvellement de l'Ecole Nationale d'Ingénieurs de Tunis (2004),1983 1988 1990 1991 1996 2002 2004,Chef de service de l'audit des comptes des établissements publics au sein du ministère des finances (1990 - 1995) Directeur chargé de mission au sein du cabinet du ministre du développement économique (1996 - 2001) Enseignant contractuel à l'Institut Supérieur de Comptabilité chargé de la matière relative à l'impôt pour les candidats à l'obtention de diplôme d'expertise comptable (1997 - 2004) Enseignant contractuel à la faculté des sciences juridiques et sociales de Tunis II pour les étudiants de troisième cycle en matière de droit fiscal comparé euro-maghreb (1997 - 2004) Enseignant à l'Institut Supérieur de la Profession d'Avocat Avocat spécialisé en droit des affaires et en droit fiscal et financier depuis 2004,Deuxième session ordinaire
Ibrahim Ben Said,Congrès Pour la République,Tête de liste,Bloc Démocrate,2016-10-20,NA,NA,NA,NA, ,NA NA,     ,Deuxième session ordinaire
Ali Ben Salem,Mouvement Nidaa Tounes,Tête de liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Président de la section de Bizerte de la Ligue Tunisienne de Défense des Droits de l'Homme Président de l'amicale nationale des anciens combattants Membre de l'Association Tunisienne des Combattants pour l'Indépendance Membre de l'Organisation Amnesty International en Tunisie Trésorier de l'organisation tunisienne de lutte contre la torture,NA NA NA NA NA,,Deuxième session ordinaire
Mohamed Ben Salem,Mouvement Ennahdha,Tête de liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Diplôme d'ingénieur en agriculture de l'Ecole Supérieure des Ingénieurs de l'Equipement Rural de Medjez El Bab (1979) Diplôme d'ingénieur hydraulique de l'Ecole Supérieure des Ingénieurs de Strasbourg en France (1984),1979 1984,"Enseignant à l'Ecole Supérieure d'Ingénieurs de Mograne, Zaghouan (1984) Enseignant à l'Ecole Supérieure d'Ingénieurs de Mograne, Zaghouan (1984)",Deuxième session ordinaire
Mohamed Ben Souf,Mouvement Nidaa Tounes,Tête de liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,,,,Deuxième session ordinaire
Ali Bennour,Afek Tounes,Tête de liste,Afek Tounes et l'appel des tunisiens à l'étranger,2014-12-20,NA,NA,NA,NA,Baccalauréat au lycée secondaire Fattouma Bourguiba de Monastir Licence en sciences politiques et relations internationales - Belgique Master en droit international - Belgique,NA NA NA,Chercheur à l'institut national des recherches scientifiques en Belgique Consultant auprès des Nations Unies et était en charge de missions dans certains pays du moyen orient Plusieurs expériences dans la gestion des entreprises ainsi que leur création dans les secteurs du textile et de l'agriculture,Deuxième session ordinaire
Mohamed Kamel Besbes,Mouvement Ennahdha,Tête de liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,,,,Deuxième session ordinaire
Slim Besbes,Mouvement Ennahdha,3ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Baccalauréat littéraire au lycée Khaznadar Bardo (1982) Maîtrise en administration économique et sociale de l'université de Toulouse 1 Capitole (1988) Diplôme d’études supérieures en sciences sociales e l'université de Toulouse 1 Capitole (1989) Diplôme d’études supérieures spécialisées en droit fiscal de la faculté des sciences sociales de Toulouse (1990) Diplôme d’études approfondies en droit des affaires de la faculté des sciences sociales de Toulouse (1990) Doctorat d’État en droit public de la Faculté de Droit et des Sciences politiques de Tunis (2005) Agrégation en droit public obtenue au concours national tunisien pour l’accès au grade de maître de conférence (2006),1982 1 1 1990 1990 2005 2006,Maitre de conférence à l'Institut Supérieur des études juridiques de Gabès (2006 - 2011) Directeur de l'Institut Supérieur des études juridiques de Gabès (2011),Deuxième session ordinaire
Noureddine Bhiri,Mouvement Ennahdha,Tête de liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Licence en droit privé de la Faculté de Droit et des Sciences Politiques et Economiques de Tunis,"NA",Exerce sa fonction d'avocat à la cour de cassation,Deuxième session ordinaire
Nozha Biaoui,Front National du Salut,2ème sur la liste,Afek Tounes et l'appel des tunisiens à l'étranger,2016-01-20,NA,NA,NA,NA,,,,Deuxième session ordinaire
Sameh Bouhaouel,Mouvement Nidaa Tounes,4ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,2016-01-20,Bloc Al Horra du Mouvement Machrouu Tounes,2016-01-20,NA, Doctorat en droit public Doctorat en droit public,NA NA NA, ,Deuxième session ordinaire
Meriem Boujbel,Mouvement Nidaa Tounes,2ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,2016-01-20,Bloc Al Horra du Mouvement Machrouu Tounes,2016-01-20,NA,Baccalauréat en mathématiques au lycée de jeunes filles de Nabeul (1997) Baccalauréat en Administration des Affaires avec une option en Finances de HEC Montréal (2003),1997 2003,Responsable Audit Interne chez SERGAZ - ENI Groupe (Janvier 2005 - Juin 2010) Risk & International Control Manager chez Siemens Tunisie (Juillet 2010 - Septembre 2014) Elle a démissionné de son ancien poste depuis son élection aux législatives 2014 pour se dédier complètement à son mandat de Députée,Deuxième session ordinaire
Houssem Bounenni,Mouvement Nidaa Tounes,2ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Maitrise en comptabilité,"NA",,Deuxième session ordinaire
Heger Bouzemmi,Mouvement Ennahdha,4ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Baccalauréat en sciences expérimentales au lycée secondaire Borj Louzir Ariana (2007) Licence fondamentale en informatique et multimédia de l’Institut Supérieur des Arts Multimédias de la Manouba (2010) Master professionnel en ingénierie des médias de l’Institut Supérieur des Arts Multimédias de la Manouba (2014),2007 2010 2014,"Travail d’été au sein du bureau de services informatiques et traitement de texte SITT à l'Ariana (2008 - 2012) Conception site web pour l'Organisation des Scouts Tunisiens, section de l'Ariana (2012) Assistance administrative auprès de l'Association Kafel El Yatim à l'Ariana (2013)",Deuxième session ordinaire
Monia Brahim,Mouvement Ennahdha,2ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Baccalauréat littéraire au lycée Taher Sfar de Sousse (1985) Licence fondamentale en psychologie à la Faculté des Lettres et Sciences Humaines 9 avril de Tunis Première année master en psychologie du travail et la gestion des ressources humaines à la Faculté des Lettres et Sciences Humaines de Tunis (2014 - 2015),1985 9 2014,,Deuxième session ordinaire
Zeineb Brahmi,Mouvement Ennahdha,2ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,"Baccalauréat en mathématiques au lycée secondaire 14 Janvier Ksar - Gafsa (2003) Maitrise en Droit de la Faculté de Droit et des Sciences Politiques, Manar II (2009) Certificat d'aptitude à la profession d'avocat de l'Institut Supérieur de la Profession d'Avocat (2011)",14 2009 2011,Avocate stagiaire (2011) Avocate auprès de la cour d'appel (2014),Deuxième session ordinaire
Fathi Chamkhi,Front Populaire,Tête de liste,Front Populaire,2014-12-20,NA,NA,NA,NA,,,,Deuxième session ordinaire
Naceur Channoufi,Parti l,1609 voix,Bloc Social-Démocrate,2014-12-20,2016-07-20,Mouvement Nidaa Tounes,2016-07-20,NA,,,,Deuxième session ordinaire
Ghazi Chaouachi,Courant Démocratique,Tête de liste,Bloc Démocrate,2016-10-20,NA,NA,NA,NA,"Baccalauréat en Lettres au lycée El Mansoura, Kairouan (1982) Licence en droit à la Faculté de droit et des sciences économiques de Tunis (1987) Certificat d'Aptitude à la Profession d'Avocat - CAPA - à la Faculté de droit de Tunis (1988)",1982 1987 1988,Cadre bancaire à Amen Bank (1988- 1994) Avocat depuis 1994,Deuxième session ordinaire
Ridha Charfeddine,Mouvement Nidaa Tounes,Tête de liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,,,,Deuxième session ordinaire
Abderraouf Chebbi,Union Patriotique Libre,Tête de liste,Union Patriotique Libre,2014-12-20,NA,NA,NA,NA, ,NA NA,,Deuxième session ordinaire
Abderraouf Cherif,Mouvement Nidaa Tounes,Tête de liste,Mouvement Nidaa Tounes,2014-12-20,2016-01-20,Bloc Al Horra du Mouvement Machrouu Tounes,2016-01-20,NA,Doctorat en médecine,"NA",Professeur hospitalier agrégé Chef de service en chirurgie générale,Deuxième session ordinaire
Abdennaceur Chouikh,Mouvement Nidaa Tounes,2ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,2017-06-20,Allégeance à la Patrie,2018-04-20,NA,   ,NA NA NA NA,   ,Deuxième session ordinaire
Abderrazak Chraiet,Liste indépendante ,5111 voix,NA,NA,NA,NA,NA,NA,,,,Deuxième session ordinaire
Imed Daimi,Congrès Pour la République,Tête de liste,Bloc Démocrate,2016-10-20,NA,NA,NA,NA,"Des études universitaires à la faculté des Sciences Maitrise en sciences économiques en Mauritanie Maitrise en histoire en Mauritanie Diplôme d'études approfondies en développement économique, social et local intégré à l'Université de Versailles Saint-Quentin (1998) Formation en génie informatique à l'Ecole Polytechnique en France (2000)",NA NA NA 1998 2000,Spécialiste en systèmes d’information Expert en système au sein d'un grand groupe international Oracle Applications (2007),Deuxième session ordinaire
Sameh Dammak,Mouvement Nidaa Tounes,2ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Maitrise en beaux arts,"NA",Directrice de l'agence publicitaire Grafity depuis 1998,Deuxième session ordinaire
Jamila Debbech,Mouvement Ennahdha,2ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Baccalauréat en sciences et mathématiques au lycée technique de Medenine (1990) Diplôme de technicien supérieur en gestion de l'Institut Supérieur de Gestion de Tunis (1992) Maitrise en comptabilité de l'Institut des hautes études commerciales de Carthage (2001),1990 1992 2001,Gestionnaire à la Caisse Nationale de Sécurité Sociale (1993) Chef de service adjoint à la Caisse Nationale de Sécurité Nationale (2005) Chef de service principal à la Caisse Nationale d'Assurance Maladie (2009),Deuxième session ordinaire
Sabri Dekhil,Congrès Pour la République,Tête de liste,Bloc Démocrate,2016-10-20,NA,NA,NA,NA,,,,Deuxième session ordinaire
Ridha Dellai,Mouvement du Peuple,Tête de liste,Bloc Démocrate,2016-10-20,NA,NA,NA,NA,,,,Deuxième session ordinaire
Kamel Dhaouadi,Mouvement Nidaa Tounes,Tête de liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Maitrise en Droit,"NA",,Deuxième session ordinaire
Samir Dilou,Mouvement Ennahdha,3ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Diplôme en droit de la Faculté de Droit de Sousse,"NA","Politiquement actif depuis l'âge de 16 ans, il a été arrêté puis interdit de fréquenter toute école publique en raison de sa participation aux populaires émeutes du pain en 1984",Deuxième session ordinaire
Belgacem Dkhili,Mouvement Nidaa Tounes,Tête de liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Doctorat en sciences agricoles spécialité viticulture,"NA",,Deuxième session ordinaire
Noomane El Euch,Courant Démocratique,Tête de liste,Bloc Démocrate,2016-10-20,NA,NA,NA,NA,,,,Deuxième session ordinaire
Mohamed El Hamdi,Courant de l,11806 voix,Bloc Social-Démocrate,2016-01-20,2016-09-20,Bloc Démocrate,2017-10-20,NA,Des études secondaires à Gafsa  A rejoint l'institut supérieur de formation des maitres pour ensuite intégrer l'Ecole Nationale de l'Administration,NA NA,Directeur d'une école primaire à El-Houemed,Deuxième session ordinaire
Abderraouf El May,Mouvement Nidaa Tounes,Tête de liste,Mouvement Nidaa Tounes,2014-12-20,2016-01-20,Bloc Al Horra du Mouvement Machrouu Tounes,2016-01-20,NA,Baccalauréat français en sciences économiques au Caire (1979) Maîtrise en gestion de l'Institut des hautes études commerciales de Tunis (1984) Master en finances,1979 1984 NA,Membre de la direction du groupe Credit Suisse à Genève (1984 - 1994) Sous-Directeur Moyen Orient du Crédit Agricole à Génève (1994 -1999) Directeur du département Moyen Orient de la Banque britannique Standard Chartered (1999 -2001) Vice président du conseil d'administration du groupe égyptien Technoram - Alcatel Lucent - au Caire (2001 -2004) Directeur Général d'une société de conseil Medtel Consult à Dubai (2004 - 2014),Deuxième session ordinaire
Bechir Ellazzem,Mouvement Ennahdha,Tête de liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Baccalauréat scientifique au lycée secondaire Farhat Hached à Bizerte (1979) Diplôme en médecine spécialité pédiatrie de la faculté de médecine de Tunis 2 ans des stages de perfectionnement en France Réussite du concours des assistants hospitalo-universitaires,1979 NA 2 NA,Enseignant universitaire à Sousse Médecin hospitalier à Kairouan,Deuxième session ordinaire
Mohamed Ennaceur,Mouvement Nidaa Tounes,Tête de liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Diplômé de l'Institut des hautes études de Tunis  Doctorat en droit social de l'Université Paris-1 Panthéon-Sorbonne,NA 1,Commissaire général de l'Office des travailleurs tunisiens à l'étranger entre 1973 et 1974 Président de la Conférence Mondiale de l’Emploi (1976) Président de la Conférence Internationale du Travail (1985) Chef de la mission permanente de la Tunisie auprès de l'Office des Nations unies à Genève entre 1991 et 1996 Président de la Commission des Droits de l’homme de l’ONU (1992) Auditeur social et consultant international à partir de 2000 Coordinateur des activités du Pacte mondial en Tunisie (2005),Deuxième session ordinaire
Marouan Falfel,Mouvement Nidaa Tounes,3ème sur la liste,Mouvement Nidaa Tounes,2016-02-20,2016-03-20,Bloc Al Horra du Mouvement Machrouu Tounes,2016-03-20,NA,,,,Deuxième session ordinaire
Tahar Fdhil,Union Patriotique Libre,Tête de liste,Union Patriotique Libre,2014-12-20,2016-08-20,Mouvement Nidaa Tounes,2016-10-20,NA,,,,Deuxième session ordinaire
Tarek Fetiti,Union Patriotique Libre,Tête de liste,Union Patriotique Libre,2014-12-20,NA,NA,NA,NA,Baccalauréat au lycée secondaire de Haffouz (1990) Maîtrise en sciences économiques de la Faculté de Droit et des sciences économiques et politiques de Sousse (1996),1990 1996,Gestionnaire au ministère de la formation professionnelle et de l'emploi (1999) Chef de service à la direction régionale de la formation professionnelle et de l'emploi de Kairouan (2006) Sous directeur à la direction régionale de la formation professionnelle et de l'emploi de Sidi Bouzid (2012) Directeur régional à la direction régionale de la formation professionnelle et de l'emploi de Sidi Bouzid (2012) Directeur régional à la direction régionale de la formation professionnelle et de l'emploi de Monastir (2014),Deuxième session ordinaire
