item_id,legislature,law_date,n_dates_resolved,discrimination,abs_discrimination,discrimination_median,ci_width,rhat,is_anchor,bill_title
Vote sur un amendement consensuel de l'article 16: Supprimer “et de toutes autres forces”,ANC,2014-01-10,1,-0.27504301544618,0.27504301544618,-0.301674755,1.1255405015,1.0008027343546437,FALSE,Vote sur un amendement consensuel de l'article 16: Supprimer “et de toutes autres forces”
Vote sur un amendement consensuel de l'article 17: Ajouter “républicaine” après “force militaire”,ANC,2014-01-10,1,-0.36942010764035,0.36942010764035,-0.362295815,0.4895451205,1.003076006555187,FALSE,Vote sur un amendement consensuel de l'article 17: Ajouter “républicaine” après “force militaire”
Vote sur un amendement consensuel de l'article 18: Ajouter “sont républicaines” après les forces de sécurité nationale,ANC,2014-01-10,1,-0.0553618883258495,0.0553618883258495,-0.052534444,0.4746495209999999,1.0031161952610703,FALSE,Vote sur un amendement consensuel de l'article 18: Ajouter “sont républicaines” après les forces de sécurité nationale
Vote sur un amendement consensuel de l'article 19: Remplacer Assemblée des Représentants du Peuple par “assemblée représentative”,ANC,2014-01-10,1,-0.385381013505265,0.385381013505265,-0.398332245,0.9847509094999999,0.9996897174652276,FALSE,Vote sur un amendement consensuel de l'article 19: Remplacer Assemblée des Représentants du Peuple par “assemblée représentative”
Vote sur un amendement consensuel de l'article 37,ANC,2014-01-10,1,-0.683338753535,0.683338753535,-0.702685405,0.539141506,1.0001989297611766,FALSE,Vote sur un amendement consensuel de l'article 37
Vote sur un amendement consensuel de l'article 39,ANC,2014-01-10,1,0.23495949831195,0.23495949831195,0.235271715,0.5804533610999999,1.0031496257043548,FALSE,Vote sur un amendement consensuel de l'article 39
Vote sur un amendement consensuel de l'article 59,ANC,2014-01-10,1,0.153655087189745,0.153655087189745,0.14984922,0.31794745417950004,1.0025287301722876,FALSE,Vote sur un amendement consensuel de l'article 59
Vote sur un amendement consensuel de l'article 65,ANC,2014-01-10,1,-0.173840196294295,0.173840196294295,-0.172853215,0.9389528429999999,0.9998638026851527,FALSE,Vote sur un amendement consensuel de l'article 65
Vote sur un amendement consensuel de l'article 69,ANC,2014-01-10,1,-0.57793432207495,0.57793432207495,-0.60483645,0.7569909254999999,1.0013730249984865,FALSE,Vote sur un amendement consensuel de l'article 69
Vote sur un amendement de l'article 10: Même esprit que l'amendement proposé dans le cadre de l'article 9.,ANC,2014-01-10,1,0.403263590602,0.403263590602,0.403028595,0.323856244,1.001214565989438,FALSE,Vote sur un amendement de l'article 10: Même esprit que l'amendement proposé dans le cadre de l'article 9.
Vote sur un amendement de l'article 10: Remplacer “juste et équitable” par “se basant sur les principes d’égalité et de justice fiscale”,ANC,2014-01-10,1,0.757389617185,0.757389617185,0.75932134,0.327118499,1.0003861122247197,FALSE,Vote sur un amendement de l'article 10: Remplacer “juste et équitable” par “se basant sur les principes d’égalité et de justice fiscale”
Vote sur un amendement de l'article 12: Ajout de “sur la base du principe de la discrimination positive.”,ANC,2014-01-10,1,0.20474290053603,0.20474290053603,0.20225174499999998,0.6773579919999999,1.001514087629339,FALSE,Vote sur un amendement de l'article 12: Ajout de “sur la base du principe de la discrimination positive.”
Vote sur un amendement de l'article 12: Ajout du principe de discrimination positive,ANC,2014-01-10,1,0.407071418769,0.407071418769,0.406106635,0.32879556649999997,1.0025324076416824,FALSE,Vote sur un amendement de l'article 12: Ajout du principe de discrimination positive
